"Area","Year","Period","Period Value","Unemployment Rate","Adjusted","Preliminary","Benchmark"
"Juneau County","2013","January","201301","9.80","0","0","2021"
"Juneau County","2012","December","201212","8.50","0","0","2021"
"Juneau County","2012","November","201211","7.80","0","0","2021"
"Juneau County","2012","October","201210","7.10","0","0","2021"
"Juneau County","2012","September","201209","6.90","0","0","2021"
"Juneau County","2012","August","201208","7.60","0","0","2021"
"Juneau County","2012","July","201207","8","0","0","2021"
"Juneau County","2012","June","201206","8.40","0","0","2021"
"Juneau County","2012","May","201205","7.80","0","0","2021"
"Juneau County","2012","April","201204","8.10","0","0","2021"
"Juneau County","2012","March","201203","9.50","0","0","2021"
"Juneau County","2012","February","201202","9.90","0","0","2021"
"Juneau County","2012","January","201201","9.40","0","0","2021"
"Juneau County","2011","December","201112","8.30","0","0","2021"
"Juneau County","2011","November","201111","7.90","0","0","2021"
"Juneau County","2011","October","201110","7.60","0","0","2021"
"Juneau County","2011","September","201109","7.70","0","0","2021"
"Juneau County","2011","August","201108","8.40","0","0","2021"
"Juneau County","2011","July","201107","8.60","0","0","2021"
"Juneau County","2011","June","201106","9","0","0","2021"
"Juneau County","2011","May","201105","8.60","0","0","2021"
"Juneau County","2011","April","201104","9.20","0","0","2021"
"Juneau County","2011","March","201103","10.40","0","0","2021"
"Juneau County","2011","February","201102","11.10","0","0","2021"
"Juneau County","2011","January","201101","10.60","0","0","2021"
"Juneau County","2010","December","201012","9.30","0","0","2021"
"Juneau County","2010","November","201011","8.90","0","0","2021"
"Juneau County","2010","October","201010","8.20","0","0","2021"
"Juneau County","2010","September","201009","8","0","0","2021"
"Juneau County","2010","August","201008","8.90","0","0","2021"
"Juneau County","2010","July","201007","9","0","0","2021"
"Juneau County","2010","June","201006","9.30","0","0","2021"
"Juneau County","2010","May","201005","9.30","0","0","2021"
"Juneau County","2010","April","201004","10.10","0","0","2021"
"Juneau County","2010","March","201003","11.80","0","0","2021"
"Juneau County","2010","February","201002","12.50","0","0","2021"
"Juneau County","2010","January","201001","12","0","0","2021"
"Kenosha County","2022","July","202207","3.70","0","1","2021"
"Kenosha County","2022","June","202206","3.80","0","0","2021"
"Kenosha County","2022","May","202205","3.30","0","0","2021"
"Kenosha County","2022","April","202204","3.50","0","0","2021"
"Kenosha County","2022","March","202203","3.80","0","0","2021"
"Kenosha County","2022","February","202202","3.90","0","0","2021"
"Kenosha County","2022","January","202201","3.50","0","0","2021"
"Kenosha County","2021","December","202112","2.60","0","0","2021"
"Kenosha County","2021","November","202111","2.80","0","0","2021"
"Kenosha County","2021","October","202110","3.10","0","0","2021"
"Kenosha County","2021","September","202109","3.60","0","0","2021"
"Kenosha County","2021","August","202108","4.40","0","0","2021"
"Kenosha County","2021","July","202107","4.60","0","0","2021"
"Kenosha County","2021","June","202106","5.30","0","0","2021"
"Kenosha County","2021","May","202105","4.70","0","0","2021"
"Kenosha County","2021","April","202104","4.90","0","0","2021"
"Kenosha County","2021","March","202103","5.20","0","0","2021"
"Kenosha County","2021","February","202102","5.50","0","0","2021"
"Kenosha County","2021","January","202101","5.10","0","0","2021"
"Kenosha County","2020","December","202012","4.90","0","0","2021"
"Kenosha County","2020","November","202011","4.80","0","0","2021"
"Kenosha County","2020","October","202010","5.20","0","0","2021"
"Kenosha County","2020","September","202009","6.20","0","0","2021"
"Kenosha County","2020","August","202008","6.90","0","0","2021"
"Kenosha County","2020","July","202007","8.70","0","0","2021"
"Kenosha County","2020","June","202006","9.80","0","0","2021"
"Kenosha County","2020","May","202005","11.80","0","0","2021"
"Kenosha County","2020","April","202004","15.50","0","0","2021"
"Kenosha County","2020","March","202003","4.30","0","0","2021"
"Kenosha County","2020","February","202002","3.80","0","0","2021"
"Kenosha County","2020","January","202001","3.70","0","0","2021"
"Kenosha County","2019","December","201912","3.10","0","0","2021"
"Kenosha County","2019","November","201911","3.40","0","0","2021"
"Kenosha County","2019","October","201910","3.40","0","0","2021"
"Kenosha County","2019","September","201909","3.70","0","0","2021"
"Kenosha County","2019","August","201908","4.20","0","0","2021"
"Kenosha County","2019","July","201907","4.10","0","0","2021"
"Kenosha County","2019","June","201906","4.30","0","0","2021"
"Kenosha County","2019","May","201905","3.60","0","0","2021"
"Kenosha County","2019","April","201904","3.50","0","0","2021"
"Kenosha County","2019","March","201903","4","0","0","2021"
"Kenosha County","2019","February","201902","3.90","0","0","2021"
"Kenosha County","2019","January","201901","3.70","0","0","2021"
"Kenosha County","2018","December","201812","3.10","0","0","2021"
"Kenosha County","2018","November","201811","3.10","0","0","2021"
"Kenosha County","2018","October","201810","3.20","0","0","2021"
"Kenosha County","2018","September","201809","3.20","0","0","2021"
"Kenosha County","2018","August","201808","3.70","0","0","2021"
"Kenosha County","2018","July","201807","3.70","0","0","2021"
"Kenosha County","2018","June","201806","4.20","0","0","2021"
"Kenosha County","2018","May","201805","3.30","0","0","2021"
"Kenosha County","2018","April","201804","3.30","0","0","2021"
"Kenosha County","2018","March","201803","3.70","0","0","2021"
"Kenosha County","2018","February","201802","3.90","0","0","2021"
"Kenosha County","2018","January","201801","3.50","0","0","2021"
"Kenosha County","2017","December","201712","3","0","0","2021"
"Kenosha County","2017","November","201711","3.30","0","0","2021"
"Kenosha County","2017","October","201710","3.30","0","0","2021"
"Kenosha County","2017","September","201709","3.50","0","0","2021"
"Kenosha County","2017","August","201708","4.30","0","0","2021"
"Kenosha County","2017","July","201707","4.10","0","0","2021"
"Kenosha County","2017","June","201706","4.40","0","0","2021"
"Kenosha County","2017","May","201705","3.70","0","0","2021"
"Kenosha County","2017","April","201704","3.70","0","0","2021"
"Kenosha County","2017","March","201703","4.10","0","0","2021"
"Kenosha County","2017","February","201702","4.50","0","0","2021"
"Kenosha County","2017","January","201701","4.40","0","0","2021"
"Kenosha County","2016","December","201612","3.80","0","0","2021"
"Kenosha County","2016","November","201611","3.90","0","0","2021"
"Kenosha County","2016","October","201610","4.10","0","0","2021"
"Kenosha County","2016","September","201609","4.30","0","0","2021"
"Kenosha County","2016","August","201608","4.70","0","0","2021"
"Kenosha County","2016","July","201607","4.80","0","0","2021"
"Kenosha County","2016","June","201606","5.20","0","0","2021"
"Kenosha County","2016","May","201605","4.40","0","0","2021"
"Kenosha County","2016","April","201604","4.60","0","0","2021"
"Kenosha County","2016","March","201603","5","0","0","2021"
"Kenosha County","2016","February","201602","5.20","0","0","2021"
"Kenosha County","2016","January","201601","4.90","0","0","2021"
"Kenosha County","2015","December","201512","4.40","0","0","2021"
"Kenosha County","2015","November","201511","4.50","0","0","2021"
"Kenosha County","2015","October","201510","4.40","0","0","2021"
"Kenosha County","2015","September","201509","4.40","0","0","2021"
"Kenosha County","2015","August","201508","4.70","0","0","2021"
"Kenosha County","2015","July","201507","5.10","0","0","2021"
"Kenosha County","2015","June","201506","5.40","0","0","2021"
"Kenosha County","2015","May","201505","5.10","0","0","2021"
"Kenosha County","2015","April","201504","4.90","0","0","2021"
"Kenosha County","2015","March","201503","5.60","0","0","2021"
"Kenosha County","2015","February","201502","5.80","0","0","2021"
"Kenosha County","2015","January","201501","5.80","0","0","2021"
"Kenosha County","2014","December","201412","5","0","0","2021"
"Kenosha County","2014","November","201411","5","0","0","2021"
"Kenosha County","2014","October","201410","5","0","0","2021"
"Kenosha County","2014","September","201409","5.20","0","0","2021"
"Kenosha County","2014","August","201408","5.80","0","0","2021"
"Kenosha County","2014","July","201407","6.10","0","0","2021"
"Kenosha County","2014","June","201406","6.30","0","0","2021"
"Kenosha County","2014","May","201405","5.90","0","0","2021"
"Kenosha County","2014","April","201404","6","0","0","2021"
"Kenosha County","2014","March","201403","7.10","0","0","2021"
"Kenosha County","2014","February","201402","7.30","0","0","2021"
"Kenosha County","2014","January","201401","6.90","0","0","2021"
"Kenosha County","2013","December","201312","6.60","0","0","2021"
"Kenosha County","2013","November","201311","6.80","0","0","2021"
"Kenosha County","2013","October","201310","6.90","0","0","2021"
"Kenosha County","2013","September","201309","6.70","0","0","2021"
"Kenosha County","2013","August","201308","7.20","0","0","2021"
"Kenosha County","2013","July","201307","7.60","0","0","2021"
"Kenosha County","2013","June","201306","8","0","0","2021"
"Kenosha County","2013","May","201305","7.30","0","0","2021"
"Kenosha County","2013","April","201304","7.90","0","0","2021"
"Kenosha County","2013","March","201303","8.50","0","0","2021"
"Kenosha County","2013","February","201302","9","0","0","2021"
"Kenosha County","2013","January","201301","8.80","0","0","2021"
"Kenosha County","2012","December","201212","7.60","0","0","2021"
"Kenosha County","2012","November","201211","7.30","0","0","2021"
"Kenosha County","2012","October","201210","7.10","0","0","2021"
"Kenosha County","2012","September","201209","7.20","0","0","2021"
"Kenosha County","2012","August","201208","8.10","0","0","2021"
"Kenosha County","2012","July","201207","8.40","0","0","2021"
"Kenosha County","2012","June","201206","8.40","0","0","2021"
"Kenosha County","2012","May","201205","7.70","0","0","2021"
"Kenosha County","2012","April","201204","8","0","0","2021"
"Kenosha County","2012","March","201203","8.70","0","0","2021"
"Kenosha County","2012","February","201202","9.20","0","0","2021"
"Kenosha County","2012","January","201201","8.80","0","0","2021"
"Kenosha County","2011","December","201112","7.90","0","0","2021"
"Kenosha County","2011","November","201111","7.80","0","0","2021"
"Kenosha County","2011","October","201110","7.90","0","0","2021"
"Kenosha County","2011","September","201109","8.10","0","0","2021"
"Kenosha County","2011","August","201108","8.70","0","0","2021"
"Kenosha County","2011","July","201107","8.90","0","0","2021"
"Kenosha County","2011","June","201106","9.30","0","0","2021"
"Kenosha County","2011","May","201105","8.60","0","0","2021"
"Kenosha County","2011","April","201104","8.90","0","0","2021"
"Kenosha County","2011","March","201103","9.70","0","0","2021"
"Kenosha County","2011","February","201102","10","0","0","2021"
"Kenosha County","2011","January","201101","9.90","0","0","2021"
"Kenosha County","2010","December","201012","9","0","0","2021"
"Kenosha County","2010","November","201011","9","0","0","2021"
"Kenosha County","2010","October","201010","8.50","0","0","2021"
"Kenosha County","2010","September","201009","8.80","0","0","2021"
"Kenosha County","2010","August","201008","9.60","0","0","2021"
"Kenosha County","2010","July","201007","10.10","0","0","2021"
"Kenosha County","2010","June","201006","10.20","0","0","2021"
"Kenosha County","2010","May","201005","10","0","0","2021"
"Kenosha County","2010","April","201004","10.60","0","0","2021"
"Kenosha County","2010","March","201003","11.80","0","0","2021"
"Kenosha County","2010","February","201002","12","0","0","2021"
"Kenosha County","2010","January","201001","11.70","0","0","2021"
"Kewaunee County","2022","July","202207","2.50","0","1","2021"
"Kewaunee County","2022","June","202206","2.80","0","0","2021"
"Kewaunee County","2022","May","202205","2.20","0","0","2021"
"Kewaunee County","2022","April","202204","2.30","0","0","2021"
"Kewaunee County","2022","March","202203","2.90","0","0","2021"
"Kewaunee County","2022","February","202202","2.90","0","0","2021"
"Kewaunee County","2022","January","202201","2.70","0","0","2021"
"Kewaunee County","2021","December","202112","1.90","0","0","2021"
"Kewaunee County","2021","November","202111","1.90","0","0","2021"
"Kewaunee County","2021","October","202110","2","0","0","2021"
"Kewaunee County","2021","September","202109","2.10","0","0","2021"
"Kewaunee County","2021","August","202108","2.80","0","0","2021"
"Kewaunee County","2021","July","202107","2.70","0","0","2021"
"Kewaunee County","2021","June","202106","3.30","0","0","2021"
"Kewaunee County","2021","May","202105","2.80","0","0","2021"
"Kewaunee County","2021","April","202104","2.90","0","0","2021"
"Kewaunee County","2021","March","202103","3.90","0","0","2021"
"Kewaunee County","2021","February","202102","4.10","0","0","2021"
"Kewaunee County","2021","January","202101","3.80","0","0","2021"
"Kewaunee County","2020","December","202012","3.40","0","0","2021"
"Kewaunee County","2020","November","202011","3.10","0","0","2021"
"Kewaunee County","2020","October","202010","2.90","0","0","2021"
"Kewaunee County","2020","September","202009","3","0","0","2021"
"Kewaunee County","2020","August","202008","3.80","0","0","2021"
"Kewaunee County","2020","July","202007","5.20","0","0","2021"
"Kewaunee County","2020","June","202006","6.50","0","0","2021"
"Kewaunee County","2020","May","202005","8.10","0","0","2021"
"Kewaunee County","2020","April","202004","9.80","0","0","2021"
"Kewaunee County","2020","March","202003","3.70","0","0","2021"
"Kewaunee County","2020","February","202002","3.10","0","0","2021"
"Kewaunee County","2020","January","202001","3.20","0","0","2021"
"Kewaunee County","2019","December","201912","2.70","0","0","2021"
"Kewaunee County","2019","November","201911","2.50","0","0","2021"
"Kewaunee County","2019","October","201910","2.40","0","0","2021"
"Kewaunee County","2019","September","201909","2.90","0","0","2021"
"Kewaunee County","2019","August","201908","3","0","0","2021"
"Kewaunee County","2019","July","201907","3.20","0","0","2021"
"Kewaunee County","2019","June","201906","3.30","0","0","2021"
"Kewaunee County","2019","May","201905","2.90","0","0","2021"
"Kewaunee County","2019","April","201904","2.80","0","0","2021"
"Kewaunee County","2019","March","201903","3.50","0","0","2021"
"Kewaunee County","2019","February","201902","3.80","0","0","2021"
"Kewaunee County","2019","January","201901","3.70","0","0","2021"
"Kewaunee County","2018","December","201812","2.80","0","0","2021"
"Kewaunee County","2018","November","201811","2.40","0","0","2021"
"Kewaunee County","2018","October","201810","2.40","0","0","2021"
"Kewaunee County","2018","September","201809","2.30","0","0","2021"
"Kewaunee County","2018","August","201808","2.50","0","0","2021"
"Kewaunee County","2018","July","201807","2.70","0","0","2021"
"Kewaunee County","2018","June","201806","3.20","0","0","2021"
"Kewaunee County","2018","May","201805","2.60","0","0","2021"
"Kewaunee County","2018","April","201804","2.90","0","0","2021"
"Kewaunee County","2018","March","201803","3.50","0","0","2021"
"Kewaunee County","2018","February","201802","3.80","0","0","2021"
"Kewaunee County","2018","January","201801","3.30","0","0","2021"
"Kewaunee County","2017","December","201712","2.70","0","0","2021"
"Kewaunee County","2017","November","201711","2.50","0","0","2021"
"Kewaunee County","2017","October","201710","2.70","0","0","2021"
"Kewaunee County","2017","September","201709","2.90","0","0","2021"
"Kewaunee County","2017","August","201708","3","0","0","2021"
"Kewaunee County","2017","July","201707","3.10","0","0","2021"
"Kewaunee County","2017","June","201706","3.30","0","0","2021"
"Kewaunee County","2017","May","201705","2.80","0","0","2021"
"Kewaunee County","2017","April","201704","2.60","0","0","2021"
"Kewaunee County","2017","March","201703","3.50","0","0","2021"
"Kewaunee County","2017","February","201702","4","0","0","2021"
"Kewaunee County","2017","January","201701","3.70","0","0","2021"
"Kewaunee County","2016","December","201612","3","0","0","2021"
"Kewaunee County","2016","November","201611","2.90","0","0","2021"
"Kewaunee County","2016","October","201610","3","0","0","2021"
"Kewaunee County","2016","September","201609","3.10","0","0","2021"
"Kewaunee County","2016","August","201608","3.10","0","0","2021"
"Kewaunee County","2016","July","201607","3.40","0","0","2021"
"Kewaunee County","2016","June","201606","3.90","0","0","2021"
"Kewaunee County","2016","May","201605","3.30","0","0","2021"
"Kewaunee County","2016","April","201604","3.60","0","0","2021"
"Kewaunee County","2016","March","201603","4.40","0","0","2021"
"Kewaunee County","2016","February","201602","4.80","0","0","2021"
"Kewaunee County","2016","January","201601","4.50","0","0","2021"
"Kewaunee County","2015","December","201512","3.70","0","0","2021"
"Kewaunee County","2015","November","201511","3.40","0","0","2021"
"Kewaunee County","2015","October","201510","3.20","0","0","2021"
"Kewaunee County","2015","September","201509","3.20","0","0","2021"
"Kewaunee County","2015","August","201508","3.50","0","0","2021"
"Kewaunee County","2015","July","201507","3.90","0","0","2021"
"Kewaunee County","2015","June","201506","4.10","0","0","2021"
"Kewaunee County","2015","May","201505","3.90","0","0","2021"
"Kewaunee County","2015","April","201504","3.90","0","0","2021"
"Kewaunee County","2015","March","201503","5","0","0","2021"
"Kewaunee County","2015","February","201502","5.30","0","0","2021"
"Kewaunee County","2015","January","201501","5.10","0","0","2021"
"Kewaunee County","2014","December","201412","4.20","0","0","2021"
"Kewaunee County","2014","November","201411","3.80","0","0","2021"
"Kewaunee County","2014","October","201410","3.60","0","0","2021"
"Kewaunee County","2014","September","201409","3.90","0","0","2021"
"Kewaunee County","2014","August","201408","4.50","0","0","2021"
"Kewaunee County","2014","July","201407","4.70","0","0","2021"
"Kewaunee County","2014","June","201406","4.80","0","0","2021"
"Kewaunee County","2014","May","201405","4.90","0","0","2021"
"Kewaunee County","2014","April","201404","5.30","0","0","2021"
"Kewaunee County","2014","March","201403","6.70","0","0","2021"
"Kewaunee County","2014","February","201402","6.80","0","0","2021"
"Kewaunee County","2014","January","201401","6.40","0","0","2021"
"Kewaunee County","2013","December","201312","5.70","0","0","2021"
"Kewaunee County","2013","November","201311","5.60","0","0","2021"
"Kewaunee County","2013","October","201310","5.50","0","0","2021"
"Kewaunee County","2013","September","201309","5.50","0","0","2021"
"Kewaunee County","2013","August","201308","5.90","0","0","2021"
"Kewaunee County","2013","July","201307","6","0","0","2021"
"Kewaunee County","2013","June","201306","6.60","0","0","2021"
"Kewaunee County","2013","May","201305","6","0","0","2021"
"Kewaunee County","2013","April","201304","6.70","0","0","2021"
"Kewaunee County","2013","March","201303","7.20","0","0","2021"
"Kewaunee County","2013","February","201302","7.70","0","0","2021"
"Kewaunee County","2013","January","201301","7.60","0","0","2021"
"Kewaunee County","2012","December","201212","6.20","0","0","2021"
"Kewaunee County","2012","November","201211","5.50","0","0","2021"
"Kewaunee County","2012","October","201210","5.20","0","0","2021"
"Kewaunee County","2012","September","201209","5.30","0","0","2021"
"Kewaunee County","2012","August","201208","6.10","0","0","2021"
"Kewaunee County","2012","July","201207","6.50","0","0","2021"
"Kewaunee County","2012","June","201206","6.90","0","0","2021"
"Kewaunee County","2012","May","201205","6.30","0","0","2021"
"Kewaunee County","2012","April","201204","6.20","0","0","2021"
"Kewaunee County","2012","March","201203","7.40","0","0","2021"
"Kewaunee County","2012","February","201202","8","0","0","2021"
"Kewaunee County","2012","January","201201","7.70","0","0","2021"
"Kewaunee County","2011","December","201112","6.40","0","0","2021"
"Kewaunee County","2011","November","201111","6.30","0","0","2021"
"Kewaunee County","2011","October","201110","6.60","0","0","2021"
"Kewaunee County","2011","September","201109","6.50","0","0","2021"
"Kewaunee County","2011","August","201108","6.80","0","0","2021"
"Kewaunee County","2011","July","201107","7.20","0","0","2021"
"Kewaunee County","2011","June","201106","7.60","0","0","2021"
"Kewaunee County","2011","May","201105","7","0","0","2021"
"Kewaunee County","2011","April","201104","7.40","0","0","2021"
"Kewaunee County","2011","March","201103","8.20","0","0","2021"
"Kewaunee County","2011","February","201102","8.40","0","0","2021"
"Kewaunee County","2011","January","201101","8.20","0","0","2021"
"Kewaunee County","2010","December","201012","7.10","0","0","2021"
"Kewaunee County","2010","November","201011","7.10","0","0","2021"
"Kewaunee County","2010","October","201010","6.80","0","0","2021"
"Kewaunee County","2010","September","201009","6.90","0","0","2021"
"Kewaunee County","2010","August","201008","7.40","0","0","2021"
"Kewaunee County","2010","July","201007","7.60","0","0","2021"
"Kewaunee County","2010","June","201006","8","0","0","2021"
"Kewaunee County","2010","May","201005","8","0","0","2021"
"Kewaunee County","2010","April","201004","8.50","0","0","2021"
"Kewaunee County","2010","March","201003","9.60","0","0","2021"
"Kewaunee County","2010","February","201002","9.60","0","0","2021"
"Kewaunee County","2010","January","201001","9.70","0","0","2021"
"La Crosse County","2022","July","202207","2.80","0","1","2021"
"La Crosse County","2022","June","202206","3.10","0","0","2021"
"La Crosse County","2022","May","202205","2.30","0","0","2021"
"La Crosse County","2022","April","202204","2.30","0","0","2021"
"La Crosse County","2022","March","202203","2.70","0","0","2021"
"La Crosse County","2022","February","202202","2.80","0","0","2021"
"La Crosse County","2022","January","202201","2.60","0","0","2021"
"La Crosse County","2021","December","202112","1.80","0","0","2021"
"La Crosse County","2021","November","202111","2","0","0","2021"
"La Crosse County","2021","October","202110","2.10","0","0","2021"
"La Crosse County","2021","September","202109","2.40","0","0","2021"
"La Crosse County","2021","August","202108","2.90","0","0","2021"
"La Crosse County","2021","July","202107","3","0","0","2021"
"La Crosse County","2021","June","202106","3.80","0","0","2021"
"La Crosse County","2021","May","202105","3.20","0","0","2021"
"La Crosse County","2021","April","202104","3.20","0","0","2021"
"La Crosse County","2021","March","202103","3.80","0","0","2021"
"La Crosse County","2021","February","202102","4.20","0","0","2021"
"La Crosse County","2021","January","202101","4","0","0","2021"
"La Crosse County","2020","December","202012","3.60","0","0","2021"
"La Crosse County","2020","November","202011","3.50","0","0","2021"
"La Crosse County","2020","October","202010","3.50","0","0","2021"
"La Crosse County","2020","September","202009","4.20","0","0","2021"
"La Crosse County","2020","August","202008","5.20","0","0","2021"
"La Crosse County","2020","July","202007","6.80","0","0","2021"
"La Crosse County","2020","June","202006","7.80","0","0","2021"
"La Crosse County","2020","May","202005","9.70","0","0","2021"
"La Crosse County","2020","April","202004","12.80","0","0","2021"
"La Crosse County","2020","March","202003","3","0","0","2021"
"La Crosse County","2020","February","202002","2.70","0","0","2021"
"La Crosse County","2020","January","202001","2.90","0","0","2021"
"La Crosse County","2019","December","201912","2.30","0","0","2021"
"La Crosse County","2019","November","201911","2.20","0","0","2021"
"La Crosse County","2019","October","201910","2.30","0","0","2021"
"La Crosse County","2019","September","201909","2.40","0","0","2021"
"La Crosse County","2019","August","201908","2.80","0","0","2021"
"La Crosse County","2019","July","201907","3.10","0","0","2021"
"La Crosse County","2019","June","201906","3.50","0","0","2021"
"La Crosse County","2019","May","201905","2.80","0","0","2021"
"La Crosse County","2019","April","201904","2.50","0","0","2021"
"La Crosse County","2019","March","201903","3","0","0","2021"
"La Crosse County","2019","February","201902","3","0","0","2021"
"La Crosse County","2019","January","201901","3","0","0","2021"
"La Crosse County","2018","December","201812","2.40","0","0","2021"
"La Crosse County","2018","November","201811","2.20","0","0","2021"
"La Crosse County","2018","October","201810","2.30","0","0","2021"
"La Crosse County","2018","September","201809","2.20","0","0","2021"
"La Crosse County","2018","August","201808","2.60","0","0","2021"
"La Crosse County","2018","July","201807","2.80","0","0","2021"
"La Crosse County","2018","June","201806","3.30","0","0","2021"
"La Crosse County","2018","May","201805","2.50","0","0","2021"
"La Crosse County","2018","April","201804","2.40","0","0","2021"
"La Crosse County","2018","March","201803","2.90","0","0","2021"
"La Crosse County","2018","February","201802","3","0","0","2021"
"La Crosse County","2018","January","201801","2.80","0","0","2021"
"La Crosse County","2017","December","201712","2.30","0","0","2021"
"La Crosse County","2017","November","201711","2.40","0","0","2021"
"La Crosse County","2017","October","201710","2.40","0","0","2021"
"La Crosse County","2017","September","201709","2.60","0","0","2021"
"La Crosse County","2017","August","201708","2.90","0","0","2021"
"La Crosse County","2017","July","201707","3.20","0","0","2021"
"La Crosse County","2017","June","201706","3.40","0","0","2021"
"La Crosse County","2017","May","201705","2.80","0","0","2021"
"La Crosse County","2017","April","201704","2.60","0","0","2021"
"La Crosse County","2017","March","201703","3.10","0","0","2021"
"La Crosse County","2017","February","201702","3.50","0","0","2021"
"La Crosse County","2017","January","201701","3.50","0","0","2021"
"La Crosse County","2016","December","201612","2.90","0","0","2021"
"La Crosse County","2016","November","201611","2.90","0","0","2021"
"La Crosse County","2016","October","201610","3.10","0","0","2021"
"La Crosse County","2016","September","201609","3.10","0","0","2021"
"La Crosse County","2016","August","201608","3.50","0","0","2021"
"La Crosse County","2016","July","201607","3.80","0","0","2021"
"La Crosse County","2016","June","201606","4.10","0","0","2021"
"La Crosse County","2016","May","201605","3.30","0","0","2021"
"La Crosse County","2016","April","201604","3.30","0","0","2021"
"La Crosse County","2016","March","201603","4","0","0","2021"
"La Crosse County","2016","February","201602","4.10","0","0","2021"
"La Crosse County","2016","January","201601","4.10","0","0","2021"
"La Crosse County","2015","December","201512","3.50","0","0","2021"
"La Crosse County","2015","November","201511","3.50","0","0","2021"
"La Crosse County","2015","October","201510","3.30","0","0","2021"
"La Crosse County","2015","September","201509","3.30","0","0","2021"
"La Crosse County","2015","August","201508","3.60","0","0","2021"
"La Crosse County","2015","July","201507","4","0","0","2021"
"La Crosse County","2015","June","201506","4.20","0","0","2021"
"La Crosse County","2015","May","201505","3.90","0","0","2021"
"La Crosse County","2015","April","201504","3.40","0","0","2021"
"La Crosse County","2015","March","201503","4.10","0","0","2021"
"La Crosse County","2015","February","201502","4.30","0","0","2021"
"La Crosse County","2015","January","201501","4.30","0","0","2021"
"La Crosse County","2014","December","201412","3.60","0","0","2021"
"La Crosse County","2014","November","201411","3.50","0","0","2021"
"La Crosse County","2014","October","201410","3.40","0","0","2021"
"La Crosse County","2014","September","201409","3.60","0","0","2021"
"La Crosse County","2014","August","201408","4.10","0","0","2021"
"La Crosse County","2014","July","201407","4.60","0","0","2021"
"La Crosse County","2014","June","201406","4.70","0","0","2021"
"La Crosse County","2014","May","201405","4.20","0","0","2021"
"La Crosse County","2014","April","201404","4.30","0","0","2021"
"La Crosse County","2014","March","201403","5.20","0","0","2021"
"La Crosse County","2014","February","201402","5.40","0","0","2021"
"La Crosse County","2014","January","201401","5.10","0","0","2021"
"La Crosse County","2013","December","201312","4.50","0","0","2021"
"La Crosse County","2013","November","201311","4.50","0","0","2021"
"La Crosse County","2013","October","201310","4.60","0","0","2021"
"La Crosse County","2013","September","201309","4.70","0","0","2021"
"La Crosse County","2013","August","201308","5.30","0","0","2021"
"La Crosse County","2013","July","201307","5.50","0","0","2021"
"La Crosse County","2013","June","201306","5.80","0","0","2021"
"La Crosse County","2013","May","201305","5","0","0","2021"
"La Crosse County","2013","April","201304","5.30","0","0","2021"
"La Crosse County","2013","March","201303","5.60","0","0","2021"
"La Crosse County","2013","February","201302","6.20","0","0","2021"
"La Crosse County","2013","January","201301","6.30","0","0","2021"
"La Crosse County","2012","December","201212","5","0","0","2021"
"La Crosse County","2012","November","201211","4.60","0","0","2021"
"La Crosse County","2012","October","201210","4.50","0","0","2021"
"La Crosse County","2012","September","201209","4.70","0","0","2021"
"La Crosse County","2012","August","201208","5.50","0","0","2021"
"La Crosse County","2012","July","201207","5.80","0","0","2021"
"La Crosse County","2012","June","201206","6","0","0","2021"
"La Crosse County","2012","May","201205","5.10","0","0","2021"
"La Crosse County","2012","April","201204","5","0","0","2021"
"La Crosse County","2012","March","201203","5.90","0","0","2021"
"La Crosse County","2012","February","201202","6.20","0","0","2021"
"La Crosse County","2012","January","201201","6.10","0","0","2021"
"La Crosse County","2011","December","201112","5.10","0","0","2021"
"La Crosse County","2011","November","201111","4.90","0","0","2021"
"La Crosse County","2011","October","201110","5.10","0","0","2021"
"La Crosse County","2011","September","201109","5.40","0","0","2021"
"La Crosse County","2011","August","201108","5.90","0","0","2021"
"La Crosse County","2011","July","201107","6.10","0","0","2021"
"La Crosse County","2011","June","201106","6.60","0","0","2021"
"La Crosse County","2011","May","201105","5.60","0","0","2021"
"La Crosse County","2011","April","201104","5.80","0","0","2021"
"La Crosse County","2011","March","201103","6.40","0","0","2021"
"La Crosse County","2011","February","201102","6.80","0","0","2021"
"La Crosse County","2011","January","201101","6.60","0","0","2021"
"La Crosse County","2010","December","201012","5.60","0","0","2021"
"La Crosse County","2010","November","201011","5.50","0","0","2021"
"La Crosse County","2010","October","201010","5.50","0","0","2021"
"La Crosse County","2010","September","201009","5.60","0","0","2021"
"La Crosse County","2010","August","201008","6.30","0","0","2021"
"La Crosse County","2010","July","201007","6.50","0","0","2021"
"La Crosse County","2010","June","201006","6.60","0","0","2021"
"La Crosse County","2010","May","201005","6.20","0","0","2021"
"La Crosse County","2010","April","201004","6.40","0","0","2021"
"La Crosse County","2010","March","201003","7.90","0","0","2021"
"La Crosse County","2010","February","201002","8","0","0","2021"
"La Crosse County","2010","January","201001","8.10","0","0","2021"
"Lafayette County","2022","July","202207","2.60","0","1","2021"
"Lafayette County","2022","June","202206","2.60","0","0","2021"
"Lafayette County","2022","May","202205","1.90","0","0","2021"
"Lafayette County","2022","April","202204","1.90","0","0","2021"
"Lafayette County","2022","March","202203","2.90","0","0","2021"
"Lafayette County","2022","February","202202","2.90","0","0","2021"
"Lafayette County","2022","January","202201","2.40","0","0","2021"
